,datetime,lat,lon,elev,t,td,p,slp,ww,tw,wwflag,ti,area1_t,area2_t,area3_t,freezing_level1_t,freezing_level2_t,freezing_level3_t,lapse_rate_t,lowest_t,lowest_p_t,lowest_z_t,type_t,PA_t,NA_t,area1_tw,area2_tw,area3_tw,freezing_level1_tw,freezing_level2_tw,freezing_level3_tw,lapse_rate_tw,lowest_tw,lowest_p_tw,lowest_z_tw,type_tw,PA_tw,NA_tw,area1_ti,area2_ti,area3_ti,freezing_level1_ti,freezing_level2_ti,freezing_level3_ti,lapse_rate_ti,lowest_ti,lowest_p_ti,lowest_z_ti,type_ti,PA_ti,NA_ti,ID
123397,1978-10-13 00:00:00,   63.7500,  291.4500,   34.0000,   -1.0000,   -2.0000,  989.9000,  994.1000,   66.0000,   -1.3900,    1.0000,   -1.3339,  -35.6136,   16.9405,  -72.8529, 1074.2609,    0.0000,    0.0000,   -3.6613,   -2.9000,  918.0000,  628.0000,    2.0000,   16.9405,  -35.6136,  -35.6136,   16.9405,  -72.8529, 1074.2609,    0.0000,    0.0000,   -3.6613,   -2.9000,  918.0000,  628.0000,    2.0000,   16.9405,  -35.6136,  -33.7169,   15.7341,  -69.1400, 1070.8880,    0.0000,    0.0000,   -3.4890,   -2.7507,  918.0000,  628.0000,    2.0000,   15.7341,  -33.7169,71909
123398,1978-10-13 12:00:00,   63.7500,  291.4500,   34.0000,   -1.0000,   -1.0000,  988.1000,  992.3000,   66.0000,   -1.0000,    1.0000,   -0.9462,  -63.6111,   50.7520,   -4.0987, 1798.6588,    0.0000,    0.0000,    3.1949,   -1.1000,  990.0000,   21.0000,    2.0000,   50.7520,  -63.6111,  -64.0478,   50.1311,   -4.6399, 1787.8427,    0.0000,    0.0000,    3.1332,   -1.1386,  990.0000,   21.0000,    2.0000,   50.1311,  -64.0478,  -60.9212,   46.2023,   -4.6430, 1781.2077,    0.0000,    0.0000,    2.9727,   -1.0807,  990.0000,   21.0000,    2.0000,   46.2023,  -60.9212,71909
123976,1981-06-10 12:00:00,   63.7500,  291.4500,   34.0000,    1.0000,    0.0000, 1007.2000, 1011.5000,   61.0000,    0.5800,    1.0000,    0.5331,  -58.8648,   87.7965,nan,   72.0000, 2140.6667,    0.0000,    5.7661,    0.4000, 1009.0000,   21.0000,    2.0000,   87.7965,  -58.8648,  -69.9604,    9.1039,nan,   36.1599, 1201.1578, 1984.8827,    5.7965,    0.1999, 1009.0000,   21.0000,    2.0000,    9.1039,  -69.9604,  -67.2523,    7.8645,nan,   33.3998, 1188.2008, 1966.8397,    5.5092,    0.1744, 1009.0000,   21.0000,    2.0000,    7.8645,  -67.2523,71909
124502,1983-05-25 12:00:00,   63.7500,  291.4500,   34.0000,   -1.0000,   -2.4000, 1017.1000, 1021.4000,   66.0000,   -1.5300,    1.0000,   -1.4760,  -85.2085,    2.9821,   -4.1610, 1440.0000,    0.0000,    0.0000,    6.0325,   -1.9000, 1018.0000,   21.0000,    2.0000,    2.9821,  -85.2085,  -93.6019,    0.9534,   -9.5657, 1341.5663,    0.0000,    0.0000,    6.0792,   -2.0818, 1018.0000,   21.0000,    2.0000,    0.9534,  -93.6019,  -89.6358,    0.7991,   -9.3733, 1334.5095,    0.0000,    0.0000,    5.8275,   -1.9910, 1018.0000,   21.0000,    2.0000,    0.7991,  -89.6358,71909
124507,1983-06-18 00:00:00,   63.7500,  291.4500,   34.0000,    4.2000,   -3.5000, 1007.9000, 1012.2000,   61.0000,    1.1400,    1.0000,    0.9729,  326.4611,    0.0000,    0.0000, 2950.8000,    0.0000,    0.0000,   -4.4665,    2.2000, 1010.0000,   21.0000,    0.0000,nan,nan,  -16.5726,  115.7353,    0.0000, 2884.3817,    0.0000,    0.0000,    3.0362,   -0.0227, 1010.0000,   21.0000,    2.0000,  115.7353,  -16.5726,  -25.4822,  101.7633,   -0.0111, 1987.6849, 2879.8375,    0.0000,    3.4373,   -0.1826, 1010.0000,   21.0000,    2.0000,  101.7633,  -25.4822,71909
126789,1992-10-07 12:00:00,   63.7500,  291.4500,   34.0000,   -0.3000,   -0.6000,  998.1000, 1002.4000,   71.0000,   -0.4200,    2.0000,   -0.4040,   -0.4696,    0.3051, -366.6288,  171.8000,    0.0000,    0.0000,    4.8860,   -0.3000,  999.0000,   20.0000,    2.0000,    0.3051,   -0.4696,   -0.8849,    0.1690, -366.9385,  166.5819,    0.0000,    0.0000,    4.6299,   -0.4572,  999.0000,   20.0000,    2.0000,    0.1690,   -0.8849,   -0.8691,    0.1515, -350.3255,  166.0475,    0.0000,    0.0000,    4.3817,   -0.4436,  999.0000,   20.0000,    2.0000,    0.1515,   -0.8691,71909
127007,1993-06-15 12:00:00,   63.7500,  291.4500,   34.0000,    0.5000,   -0.6000, 1006.0000, 1010.2000,   68.0000,    0.0500,    1.0000,    0.0294,    6.0949, -147.8416,    2.3168,  239.2414, 2513.0000,    0.0000,    5.9246,    1.4000, 1009.0000,   20.0000,    1.0000,    6.0949,nan, -183.1479,    2.3168,    0.0000, 2513.0000,    0.0000,    0.0000,    4.1369,   -0.0815, 1009.0000,   20.0000,    2.0000,    2.3168, -183.1479, -177.3118,    2.1675,    0.0000, 2513.0000,    0.0000,    0.0000,    3.7952,   -0.1844, 1009.0000,   20.0000,    2.0000,    2.1675, -177.3118,71909
127242,1994-09-29 00:00:00,   63.7500,  291.4500,   34.0000,    0.4000,   -0.6000, 1008.3000, 1012.6000,   61.0000,   -0.0100,    1.0000,   -0.0238,    1.5197,  -30.8263,  255.8543,  171.2963, 2747.3294,    0.0000,    3.5613,    0.2000, 1010.0000,   20.0000,    1.0000,    1.5197,nan,  -52.9253,  187.0324,    0.0000, 2678.5513,    0.0000,    0.0000,    3.7968,   -0.1534, 1010.0000,   20.0000,    2.0000,  187.0324,  -52.9253,  -52.3838,  169.4710,    0.0000, 2671.1021,    0.0000,    0.0000,    3.6218,   -0.1706, 1010.0000,   20.0000,    2.0000,  169.4710,  -52.3838,71909
127503,1995-11-17 12:00:00,   63.7500,  291.4500,   34.0000,    0.2000,   -0.2000,  991.3000,  995.5000,   71.0000,    0.0300,    2.0000,    0.0253,    1.1043, -306.4470,    0.0000,  153.9048,    0.0000,    0.0000,    2.9825,    0.0000,  993.0000,   20.0000,    1.0000,    1.1043,nan,   -0.0083,    0.2265, -332.3669,   91.4713,    0.0000,    0.0000,    3.6504,   -0.0402,  993.0000,   20.0000,    2.0000,    0.2265,   -0.0083,   -0.0099,    0.1740, -319.6598,   87.0359,    0.0000,    0.0000,    3.5066,   -0.0409,  993.0000,   20.0000,    2.0000,    0.1740,   -0.0099,71909
127652,1996-06-06 00:00:00,   63.7500,  291.4500,   34.0000,    0.6000,   -0.4000, 1009.7000, 1014.0000,   61.0000,    0.1900,    1.0000,    0.1624,    2.9428,  -48.7673,  104.6984,  194.7241, 2319.8571,    0.0000,    4.3175,    0.6000, 1012.0000,   20.0000,    1.0000,    2.9428,nan,  -77.8174,   75.8588,nan,   20.2260, 2110.6533,    0.0000,    4.2283,    0.1643, 1012.0000,   20.0000,    2.0000,   75.8588,  -77.8174,  -76.3334,   68.8746,nan,   14.9442, 2094.6723,    0.0000,    4.0060,    0.1237, 1012.0000,   20.0000,    2.0000,   68.8746,  -76.3334,71909
129709,2003-12-20 00:00:00,   63.7500,  291.4500,   34.0000,   -2.0000,   -2.0000,  978.2027,  982.4000,   71.0000,   -2.0000,    2.0000,   -1.8965,   -0.6161,    0.9380, -303.6660,nan,    0.0000,    0.0000,    1.8009,   -0.5000,  978.0000,nan,    2.0000,    0.9380,   -0.6161,   -0.7544,    0.3551, -316.4619,nan,    0.0000,    0.0000,    2.1583,   -0.5000,  978.0000,nan,    2.0000,    0.3551,   -0.7544,   -0.7253,    0.3024, -302.2088,nan,    0.0000,    0.0000,    2.0666,   -0.4724,  978.0000,nan,    2.0000,    0.3024,   -0.7253,71909
130345,2006-06-01 00:00:00,   63.7500,  291.4500,   34.0000,    1.0000,   -1.0000,  986.0155,  990.2000,   61.0000,    0.1700,    1.0000,    0.1342,    1.3029,   -7.4843,    3.4202,nan,    0.0000,    0.0000,   -0.0000,    0.8000,  988.0000,nan,    1.0000,    1.3029,nan,  -15.5278,    0.0020,nan,nan,    0.0000,    0.0000,    0.5001,    0.1991,  988.0000,nan,    2.0000,    0.0020,  -15.5278,  -18.2408,   42.3912,nan,nan,    0.0000,    0.0000,    0.5047,    0.1451,  988.0000,nan,    2.0000,   42.3912,  -18.2408,71909
130669,2008-09-25 12:00:00,   63.7500,  291.4500,   34.0000,    2.0000,   -1.0000,  997.1836, 1001.4000,   61.0000,   -1.0000,    1.0000,    0.6677,   15.5798,   -2.2826,  120.3354,nan,    0.0000,    0.0000,    1.6202,    1.2000,  999.0000,nan,    1.0000,   15.5798,nan,  -88.0639,   93.0315,nan,nan,    0.0000,    0.0000,    2.6679,    0.1795,  999.0000,nan,    2.0000,   93.0315,  -88.0639,  -92.3941,   85.9655,nan,nan,    0.0000,    0.0000,    2.6001,    0.0964,  999.0000,nan,    2.0000,   85.9655,  -92.3941,71909
130678,2008-10-25 12:00:00,   63.7500,  291.4500,   34.0000,    2.0000,   -1.0000,  992.5034,  996.7000,   71.0000,   -1.0000,    2.0000,    0.6645,   17.1108, -350.4873,    0.0000,nan,    0.0000,    0.0000,    2.9588,    0.4000,  994.0000,nan,    1.0000,   17.1108,nan,   -0.0856,    3.2784, -371.7569,nan,    0.0000,    0.0000,    3.1346,   -0.1898,  994.0000,nan,    2.0000,    3.2784,   -0.0856,   -0.1321,    2.4120, -357.1577,nan,    0.0000,    0.0000,    2.9820,   -0.2218,  994.0000,nan,    2.0000,    2.4120,   -0.1321,71909
130973,2011-06-03 12:00:00,   63.7500,  291.4500,   34.0000,    1.0000,   -1.0000, 1015.9884, 1020.3000,   61.0000,   -1.0000,    1.0000,    0.1479,   13.9654,   -2.8244,  200.9939,nan,    0.0000,    0.0000,   -0.5259,    1.2000, 1017.0000,nan,    1.0000,   13.9654,nan,  -77.8305,   74.3269,nan,nan,    0.0000,    0.0000,    4.3808,    0.2631, 1017.0000,nan,    2.0000,   74.3269,  -77.8305,  -82.2862,   62.9831,nan,nan,    0.0000,    0.0000,    4.5186,    0.1810, 1017.0000,nan,    2.0000,   62.9831,  -82.2862,71909
131246,2013-10-13 00:00:00,   63.7500,  291.4500,   34.0000,   -1.0000,   -2.0000, 1016.5542, 1020.9000,   66.0000,   -2.0000,    1.0000,   -1.3289,  -25.5643,   91.1897,  -25.9888,nan,    0.0000,    0.0000,   -4.7306,   -0.9000, 1018.0000,nan,    2.0000,   91.1897,  -25.5643,  -38.4803,   57.1952,  -28.2040,nan,    0.0000,    0.0000,   -3.5687,   -1.3456, 1018.0000,nan,    2.0000,   57.1952,  -38.4803,  -37.6964,   51.4072,  -26.7152,nan,    0.0000,    0.0000,   -3.3008,   -1.3092, 1018.0000,nan,    2.0000,   51.4072,  -37.6964,71909
131736,2016-04-26 12:00:00,   63.7500,  291.4500,   34.0000,   -3.0000,   -5.0000, 1011.3444, 1015.7000,   71.0000,   -5.0000,    2.0000,   -3.5503,   -3.3098,   50.6927,  -44.5080,nan,    0.0000,    0.0000,  -16.6718,   -2.5000, 1013.0000,nan,    2.0000,   50.6927,   -3.3098,   -6.2463,   12.2573,   -2.1373,nan,    0.0000,    0.0000,  -14.6035,   -3.2460, 1013.0000,nan,    2.0000,   12.2573,   -6.2463,   -6.2208,    9.9548,   -2.3949,nan,    0.0000,    0.0000,  -13.7429,   -3.1503, 1013.0000,nan,    2.0000,    9.9548,   -6.2208,71909
131774,2016-10-05 06:00:00,   63.7500,  291.4500,   34.0000,    1.0000,   -1.0000,  994.2805,  998.5000,   71.0000,   -1.0000,    2.0000,    0.1380,    9.8851, -351.6743,    0.0000,nan,    0.0000,    0.0000,    4.2975,    0.4000,  995.0000,nan,    1.0000,    9.8851,nan,   -0.0225,    0.7330, -370.0479,nan,    0.0000,    0.0000,    4.2596,   -0.1136,  995.0000,nan,    2.0000,    0.7330,   -0.0225,   -0.0445,    0.3852, -354.9305,nan,    0.0000,    0.0000,    4.0379,   -0.1442,  995.0000,nan,    2.0000,    0.3852,   -0.0445,71909
132881,1982-10-29 12:00:00,   64.2000,  276.6300,   64.0000,   -2.7000,   -3.8000, 1000.2000, 1008.9000,   71.0000,   -3.1000,    2.0000,   -2.9654, -153.6266,   50.5652,  -13.0046, 1569.1935,    0.0000,    0.0000,    5.4962,   -3.3000, 1001.0000,   62.0000,    2.0000,   50.5652, -153.6266, -214.7987,    0.2527,  -47.7327, 1411.9257,    0.0000,    0.0000,    5.5115,   -3.5075, 1001.0000,   62.0000,    2.0000,    0.2527, -214.7987, -213.5249,    0.0911,  -47.9781, 1398.6092,    0.0000,    0.0000,    5.3160,   -3.3573, 1001.0000,   62.0000,    2.0000,    0.0911, -213.5249,71915
132993,1983-06-16 00:00:00,   64.2000,  276.6300,   64.0000,    0.7000,    0.0000, 1004.1000, 1012.3000,   61.0000,    0.4100,    1.0000,    0.3736,    1.1481,  -19.2602,  205.1603,  112.0000, 3210.5778,    0.0000,    5.0813,    0.6000, 1004.0000,   62.0000,    1.0000,    1.1481,nan,  -31.1916,  169.0460,nan,   47.2790, 3022.2941,    0.0000,    5.4210,    0.3184, 1004.0000,   62.0000,    2.0000,  169.0460,  -31.1916,  -30.6014,  154.7925,nan,   42.5916, 3007.9092,    0.0000,    5.1644,    0.2804, 1004.0000,   62.0000,    2.0000,  154.7925,  -30.6014,71915
133165,1984-04-12 00:00:00,   64.2000,  276.6300,   64.0000,   -3.5000,   -4.1000, 1005.5000, 1013.9000,   66.0000,   -3.7100,    1.0000,   -3.5476,  -49.9292,   41.4752,  -35.3474, 1352.0000,    0.0000,    0.0000,   -9.9788,   -3.7000, 1006.0000,   62.0000,    2.0000,   41.4752,  -49.9292,  -52.9033,   11.7730,  -40.0226, 1204.9720,    0.0000,    0.0000,  -10.2793,   -3.9695, 1006.0000,   62.0000,    2.0000,   11.7730,  -52.9033,  -50.6339,   10.8051,  -38.3282, 1195.0942,    0.0000,    0.0000,   -9.8063,   -3.8073, 1006.0000,   62.0000,    2.0000,   10.8051,  -50.6339,71915
133456,1986-05-24 00:00:00,   64.2000,  276.6300,   64.0000,   -0.5000,   -2.9000, 1012.5000, 1020.8000,   61.0000,   -1.4100,    1.0000,   -1.3737,  -36.6628,  136.2948,    0.0000, 2918.3684,    0.0000,    0.0000,    0.3484,   -0.3000, 1018.0000,   62.0000,    2.0000,  136.2948,  -36.6628,  -82.9080,   21.9601,   -9.9960, 1684.3673, 2902.4019,    0.0000,    1.3889,   -0.8295, 1018.0000,   62.0000,    2.0000,   21.9601,  -82.9080,  -82.5593,   16.8089,  -13.7354, 1621.3775, 2901.1063,    0.0000,    1.3906,   -0.8247, 1018.0000,   62.0000,    2.0000,   16.8089,  -82.5593,71915
133597,1987-05-26 00:00:00,   64.2000,  276.6300,   64.0000,   -5.1000,   -6.8000, 1001.6000, 1009.9000,   79.0000,   -5.6400,    2.0000,   -5.4297, -225.7067,    0.6265,  -34.8995, 1300.0000,    0.0000,    0.0000,    3.7464,   -5.1000, 1003.0000,   62.0000,    2.0000,    0.6265, -225.7067, -229.4546,    0.6265,  -34.8995, 1300.0000,    0.0000,    0.0000,    3.3361,   -5.3847, 1003.0000,   62.0000,    2.0000,    0.6265, -229.4546, -220.1844,    0.5882,  -33.0177, 1300.0000,    0.0000,    0.0000,    3.1876,   -5.1758, 1003.0000,   62.0000,    2.0000,    0.5882, -220.1844,71915
133601,1987-06-03 12:00:00,   64.2000,  276.6300,   64.0000,    0.3000,   -1.0000,  974.3000,  982.3000,   61.0000,   -0.2400,    1.0000,   -0.2429,   -5.7398,  138.9439,   -0.5064, 1928.4507,    0.0000,    0.0000,    0.8081,   -0.1000,  976.0000,   62.0000,    2.0000,  138.9439,   -5.7398,   -9.5520,  138.1289,   -0.6686, 1918.5461,    0.0000,    0.0000,   -0.0679,   -0.5336,  976.0000,   62.0000,    2.0000,  138.1289,   -9.5520,   -9.2921,  127.8647,   -0.7026, 1913.9252,    0.0000,    0.0000,   -0.1295,   -0.5355,  976.0000,   62.0000,    2.0000,  127.8647,   -9.2921,71915
134083,1989-10-19 12:00:00,   64.2000,  276.6300,   64.0000,   -1.2000,   -1.8000,  986.2000,  994.3000,   71.0000,   -1.4400,    2.0000,   -1.3699,   -2.0212,   34.8765, -115.3547,  803.4783,    0.0000,    0.0000,   -3.9931,   -1.1000,  987.0000,   62.0000,    2.0000,   34.8765,   -2.0212,   -2.6879,   23.2526, -183.6566,  652.7193,    0.0000,    0.0000,   -2.9478,   -1.2155,  987.0000,   62.0000,    2.0000,   23.2526,   -2.6879,   -2.6171,   21.1245, -179.7103,  643.2582,    0.0000,    0.0000,   -2.7156,   -1.1592,  987.0000,   62.0000,    2.0000,   21.1245,   -2.6171,71915
134329,1990-09-19 12:00:00,   64.2000,  276.6300,   64.0000,    0.8000,   -0.5000,  993.8000, 1001.9000,   61.0000,    0.2600,    1.0000,    0.2254,   79.3536,   -7.8323,    0.0000, 1713.0741,    0.0000,    0.0000,    1.2214,    0.8000,  994.0000,   62.0000,    1.0000,   79.3536,nan,   -2.7812,    2.1087,nan,    5.4721,  489.7425, 1647.4009,    0.5814,    0.0495,  994.0000,   62.0000,    2.0000,    2.1087,   -2.7812,   -3.1186,    1.5277,   -1.3491,  469.3585, 1638.5784,    0.0000,    0.5012,   -0.0070,  994.0000,   62.0000,    2.0000,    1.5277,   -3.1186,71915
134338,1990-10-11 12:00:00,   64.2000,  276.6300,   64.0000,   -0.4000,   -0.4000,  996.6000, 1004.7000,   77.0000,   -0.4000,    2.0000,   -0.3780,  -13.0388,    1.4623, -183.8706,  479.3333,    0.0000,    0.0000,   -2.9891,   -0.5000,  996.0000,   62.0000,    2.0000,    1.4623,  -13.0388,  -16.0280,    0.0785, -217.4926,  391.3516,    0.0000,    0.0000,   -1.7607,   -0.5000,  996.0000,   62.0000,    2.0000,    0.0785,  -16.0280,  -15.4218,    0.0436, -209.1824,  385.7306,    0.0000,    0.0000,   -1.5773,   -0.4726,  996.0000,   62.0000,    2.0000,    0.0436,  -15.4218,71915
134798,1992-06-26 00:00:00,   64.2000,  276.6300,   64.0000,   -0.5000,   -2.3000, 1006.7000, 1015.0000,   85.0000,   -1.2000,    2.0000,   -1.1611, -104.2461,    0.2211,  -49.3078, 1187.4000,    0.0000,    0.0000,    5.5394,   -0.5000, 1009.0000,   52.0000,    2.0000,    0.2211, -104.2461, -109.3391,    0.2096, -135.1368, 1184.1891,    0.0000,    0.0000,    4.3555,   -1.3121, 1009.0000,   52.0000,    2.0000,    0.2096, -109.3391, -104.4024,    0.1953, -135.2080, 1183.9544,    0.0000,    0.0000,    4.0662,   -1.3044, 1009.0000,   52.0000,    2.0000,    0.1953, -104.4024,71915
135510,1995-05-16 12:00:00,   64.2000,  276.6300,   64.0000,   -3.6000,   -4.7000, 1003.2000, 1011.5000,   79.0000,   -3.9800,    2.0000,   -3.8152, -121.6277,   10.3562,   -4.6578, 1362.0909, 1940.2727,    0.0000,   -2.4465,   -4.5000, 1005.0000,   52.0000,    2.0000,   10.3562, -121.6277, -148.2637,    4.6752,  -16.5401, 1260.1234,    0.0000,    0.0000,   -1.9495,   -4.8860, 1005.0000,   52.0000,    2.0000,    4.6752, -148.2637, -143.6784,    4.0932,  -16.5802, 1254.3159,    0.0000,    0.0000,   -1.8569,   -4.7016, 1005.0000,   52.0000,    2.0000,    4.0932, -143.6784,71915
135778,1996-06-22 00:00:00,   64.2000,  276.6300,   64.0000,    1.5000,   -2.7000, 1005.6000, 1013.9000,   61.0000,   -0.1500,    1.0000,   -0.2024,   21.8664,  -82.7243,    0.0000,  622.5263,    0.0000,    0.0000,    2.4673,    1.4000, 1007.0000,   52.0000,    1.0000,   21.8664,nan,   -1.8488,    1.6019, -119.8274,  377.8241,    0.0000,    0.0000,    1.1925,   -0.4148, 1007.0000,   52.0000,    2.0000,    1.6019,   -1.8488,   -2.4182,    0.9623, -116.3845,  356.6445,    0.0000,    0.0000,    1.0314,   -0.5252, 1007.0000,   52.0000,    2.0000,    0.9623,   -2.4182,71915
136097,1997-12-03 12:00:00,   64.2000,  276.6300,   64.0000,   -4.1000,   -6.8000, 1017.2000, 1025.6000,   71.0000,   -4.9700,    2.0000,   -4.7928,   -6.2299,   23.6691, -113.4069,  603.2414,    0.0000,    0.0000,  -17.1687,   -3.9000, 1018.0000,   52.0000,    2.0000,   23.6691,   -6.2299,  -10.5743,    2.2718, -153.8631,  426.1613,    0.0000,    0.0000,  -14.6745,   -4.5698, 1018.0000,   52.0000,    2.0000,    2.2718,  -10.5743,  -10.5356,    1.0298, -149.4938,  396.2553,    0.0000,    0.0000,  -13.8566,   -4.4213, 1018.0000,   52.0000,    2.0000,    1.0298,  -10.5356,71915
136296,1998-05-09 00:00:00,   64.2000,  276.6300,   64.0000,   -1.0000,   -1.0000, 1000.3350, 1008.4000,   61.0000,   -1.0000,    1.0000,   -0.9466,  -39.2653,  132.7678,   -8.6120, 1697.7355,    0.0000,    0.0000,    8.1411,   -0.9000, 1001.0000,   52.0000,    2.0000,  132.7678,  -39.2653,  -41.1263,   76.9894,  -10.1887, 1669.9988,    0.0000,    0.0000,    7.7279,   -1.0534, 1001.0000,   52.0000,    2.0000,   76.9894,  -41.1263,  -39.3492,   68.3421,   -9.7555, 1666.8854,    0.0000,    0.0000,    7.3388,   -1.0087, 1001.0000,   52.0000,    2.0000,   68.3421,  -39.3492,71915
136299,1998-05-11 18:00:00,   64.2000,  276.6300,   64.0000,   -1.0000,   -2.0000, 1003.8070, 1011.9000,   66.0000,   -1.3900,    1.0000,   -1.3313,  -36.0188,   35.4056,  -36.5086, 1386.3200,    0.0000,    0.0000,   -3.9655,   -1.5000, 1005.0000,   52.0000,    2.0000,   35.4056,  -36.0188,  -60.0637,    0.7183,  -64.8881, 1136.2137,    0.0000,    0.0000,   -2.2297,   -1.9031, 1005.0000,   52.0000,    2.0000,    0.7183,  -60.0637,  -60.2802,    0.2192,  -63.8868, 1115.9781,    0.0000,    0.0000,   -2.0011,   -1.8365, 1005.0000,   52.0000,    2.0000,    0.2192,  -60.2802,71915
136622,1999-05-04 12:00:00,   64.2000,  276.6300,   64.0000,   -4.0000,   -4.0000, 1000.6422, 1008.8000,   71.0000,   -4.0000,    2.0000,   -3.8142, -167.8475,    4.7272,   -0.4014, 1932.6327,    0.0000,    0.0000,   -1.4652,   -3.9000, 1002.0000,   52.0000,    2.0000,    4.7272, -167.8475, -182.9342,    0.0406,  -13.1086, 1497.1109,    0.0000,    0.0000,   -1.4900,   -4.1679, 1002.0000,   52.0000,    2.0000,    0.0406, -182.9342, -175.3143,    0.0265,  -13.4718, 1492.0658,    0.0000,    0.0000,   -1.4491,   -3.9979, 1002.0000,   52.0000,    2.0000,    0.0265, -175.3143,71915
136641,1999-06-04 12:00:00,   64.2000,  276.6300,   64.0000,   -1.0000,   -1.0000, 1005.1958, 1013.3000,   71.0000,   -1.0000,    2.0000,   -0.9467,  -76.4805,   11.8476,  -31.7305, 1350.0000,    0.0000,    0.0000,    3.5842,   -1.5000, 1006.0000,   52.0000,    2.0000,   11.8476,  -76.4805,  -77.9206,    1.8200,  -62.8795,  947.8024,    0.0000,    0.0000,    3.5168,   -1.5376, 1006.0000,   52.0000,    2.0000,    1.8200,  -77.9206,  -74.2168,    1.4767,  -61.9803,  938.1256,    0.0000,    0.0000,    3.3448,   -1.4605, 1006.0000,   52.0000,    2.0000,    1.4767,  -74.2168,71915
137076,2000-10-08 00:00:00,   64.2000,  276.6300,   64.0000,    0.0000,   -1.0000,  994.7098, 1002.7000,   77.0000,   -0.4100,    2.0000,   -0.3992,  -35.6145,  142.0164,    0.0000,nan,    0.0000,    0.0000,    1.2538,   -0.5000,  996.0000,nan,    2.0000,  142.0164,  -35.6145, -105.8866,   36.3373,   -0.7021,nan,    0.0000,    0.0000,    4.6517,   -0.9218,  996.0000,nan,    2.0000,   36.3373, -105.8866, -106.3429,   28.3878,   -1.6668,nan,    0.0000,    0.0000,    4.6896,   -0.9034,  996.0000,nan,    2.0000,   28.3878, -106.3429,71915
137399,2001-05-26 00:00:00,   64.2000,  276.6300,   64.0000,    1.0000,    0.0000, 1017.9530, 1026.1000,   61.0000,    0.5800,    1.0000,    0.5357,    0.3393,   -2.0485,  227.8709,nan,    0.0000,    0.0000,   -7.9927,    0.6000, 1020.0000,nan,    1.0000,    0.3393,nan,  -36.4052,   12.6919,nan,nan,    0.0000,    0.0000,    3.0557,    0.4393, 1020.0000,nan,    2.0000,   12.6919,  -36.4052,  -46.4299,    8.5362,nan,nan,    0.0000,    0.0000,    3.7195,    0.4031, 1020.0000,nan,    2.0000,    8.5362,  -46.4299,71915
137406,2001-06-09 12:00:00,   64.2000,  276.6300,   64.0000,    0.1000,   -0.1000, 1004.5000, 1012.7000,   61.0000,    0.0200,    1.0000,    0.0131,  -11.0575,    0.9036,nan,nan,    0.0000,    0.0000,    1.3731,    0.4000, 1004.0000,nan,    2.0000,    0.9036,  -11.0575,  -25.4889,    0.4707,nan,nan,    0.0000,    0.0000,    2.3414,    0.4000, 1004.0000,nan,    2.0000,    0.4707,  -25.4889,  -25.1359,    0.4222,nan,nan,    0.0000,    0.0000,    2.2805,    0.3773, 1004.0000,nan,    2.0000,    0.4222,  -25.1359,71915
138058,2003-06-13 12:00:00,   64.2000,  276.6300,   64.0000,    0.4000,   -2.1000, 1005.2000, 1013.4000,   61.0000,   -0.5900,    1.0000,   -0.5904,   -7.1788,  176.0465,nan,nan,    0.0000,    0.0000,   -1.2000,    0.2000, 1006.0000,nan,    2.0000,  176.0465,   -7.1788,  -16.5114,  152.5244,    0.0000,nan,    0.0000,    0.0000,   -0.8770,   -0.6363, 1006.0000,nan,    2.0000,  152.5244,  -16.5114,  -16.4554,  140.6759,    0.0000,nan,    0.0000,    0.0000,   -0.8134,   -0.6635, 1006.0000,nan,    2.0000,  140.6759,  -16.4554,71915
